"Cell" "sample" "Size_Factor" "n.umi" "hash_umis" "pval" "qval" "top_to_second_best_ratio" "top_oligo"
"A01_B02_RT_671" "A01_B02_RT_671" "sciChem18" 0.545006502414634 2201 126 0 0 118.243567753002 "Dex_50_AC10"
"A01_B02_RT_672" "A01_B02_RT_672" "sciChem18" 1.12690803838664 4551 226 0 0 530.97131147541 "SAHA_50_BE10"
"A01_B02_RT_675" "A01_B02_RT_675" "sciChem18" 1.51220114050258 6107 83 6.50740205670003e-58 1.69192453474201e-56 33.3445975989329 "Dex_100_AD05"
"A01_B02_RT_676" "A01_B02_RT_676" "sciChem18" 0.958775637141964 3872 56 0 0 53.3711711711712 "Nutlin_1_BA05"
"A01_B02_RT_677" "A01_B02_RT_677" "sciChem18" 0.486816348817433 1966 89 0 0 113.739710789766 "BMS_0.1_BH11"
"A01_B02_RT_678" "A01_B02_RT_678" "sciChem18" 0.441997549663845 1785 287 0 0 362.850967007964 "BMS_10_BH07"
"A01_B02_RT_681" "A01_B02_RT_681" "sciChem18" 2.41154853567293 9739 119 0 0 54.5811116131948 "SAHA_1_BF09"
"A01_B02_RT_683" "A01_B02_RT_683" "sciChem18" 1.1098224188198 4482 108 0 0 101.629502572899 "Dex_0_BC08"
"A01_B02_RT_694" "A01_B02_RT_694" "sciChem18" 1.16058404217055 4687 852 0 0 10.2217063261753 "Nutlin_100_AB05"
"A01_B02_RT_695" "A01_B02_RT_695" "sciChem18" 0.351864716006904 1421 23 0 0 19.34208223972 "Dex_0.5_BD10"
"A01_B02_RT_696" "A01_B02_RT_696" "sciChem18" 2.63291873701718 10633 279 0 0 2.06388874892931 "Dex_100_BC01"
"A01_B02_RT_697" "A01_B02_RT_697" "sciChem18" 0.700015166890582 2827 12 1.83581299529992e-94 5.14027638683978e-93 3.96912521440823 "Dex_0.5_AD02"
"A01_B02_RT_700" "A01_B02_RT_700" "sciChem18" 3.79375039686261 15321 341 0 0 333.537735849057 "BMS_0.5_BH10"
"A01_B02_RT_701" "A01_B02_RT_701" "sciChem18" 0.285750796813488 1154 4 3.04337273064218e-06 3.39153532354616e-05 1.00347826086957 "Dex_50_BC10"
"A01_B02_RT_702" "A01_B02_RT_702" "sciChem18" 0.250589086980286 1012 6 3.11370284174842e-16 5.29329483097232e-15 1.01045296167247 "Nutlin_0.5_BB10"
"A01_B02_RT_705" "A01_B02_RT_705" "sciChem18" 2.28105402101027 9212 135 0 0 163.9140625 "Dex_50_BD06"
"A01_B02_RT_706" "A01_B02_RT_706" "sciChem18" 0.974870786009275 3937 11 5.66576114204894e-05 0.000566576114204894 9.35294117647059 "Dex_1_BD01"
"A01_B02_RT_707" "A01_B02_RT_707" "sciChem18" 0.304322122429616 1229 3 0.849075226793016 1 1.01320422535211 "SAHA_1_AF09"
"A01_B02_RT_709" "A01_B02_RT_709" "sciChem18" 2.36177738302171 9538 131 0 0 1.19627746905784 "Nutlin_10_AA11"
"A01_B02_RT_710" "A01_B02_RT_710" "sciChem18" 0.471216435299886 1903 2 2.860446735331e-151 8.58134020599301e-150 1.00171821305842 "BMS_100_BH05"
"A01_B02_RT_711" "A01_B02_RT_711" "sciChem18" 0.442492785013608 1787 4 6.97322146212187e-05 0.000627589931590968 1.02116402116402 "SAHA_0.1_AE07"
"A01_B02_RT_713" "A01_B02_RT_713" "sciChem18" 1.06822264943968 4314 24 0 0 27.5092402464066 "Nutlin_0.1_BA07"
"A01_B02_RT_721" "A01_B02_RT_721" "sciChem18" 1.72861898834919 6981 391 0 0 2.2516421751202 "SAHA_10_AF07"
"A01_B02_RT_726" "A01_B02_RT_726" "sciChem18" 2.57398573039533 10395 16 0 0 6.0695652173913 "SAHA_5_BF08"
"A01_B02_RT_727" "A01_B02_RT_727" "sciChem18" 0.262227117699726 1059 3 1.49373291037737e-69 4.0330788580189e-68 1.00258620689655 "BMS_5_BG12"
"A01_B02_RT_729" "A01_B02_RT_729" "sciChem18" 0.311750652676067 1259 3 0.559735065667097 1 1.00788091068301 "BMS_0.5_BH10"
"A01_B02_RT_730" "A01_B02_RT_730" "sciChem18" 2.53387166706449 10233 7 2.12252494288831e-41 4.66955487435427e-40 1.0060396893874 "BMS_10_AH07"
"A01_B02_RT_739" "A01_B02_RT_739" "sciChem18" 1.91235130311141 7723 40 0 0 31.9591474245115 "Dex_5_BC12"
"A01_B02_RT_742" "A01_B02_RT_742" "sciChem18" 0.249350998605878 1007 NA NA NA NA NA
"A01_B02_RT_743" "A01_B02_RT_743" "sciChem18" 1.19351719292982 4820 101 0 0 92.8848214285714 "SAHA_0_AF04"
"A01_B02_RT_747" "A01_B02_RT_747" "sciChem18" 1.08927015180462 4399 56 0 0 52.5677530017153 "Nutlin_10_BA11"
"A01_B02_RT_749" "A01_B02_RT_749" "sciChem18" 2.14164527005187 8649 142 0 0 134.903945111492 "SAHA_0_AF04"
"A01_B02_RT_750" "A01_B02_RT_750" "sciChem18" 2.93699324177191 11861 166 0 0 5.02216651273255 "Dex_0_BD12"
"A01_B02_RT_752" "A01_B02_RT_752" "sciChem18" 0.604434744386244 2441 36 1.07968139803251e-49 2.59123535527802e-48 8.12543554006969 "Dex_5_BD08"
"A01_B02_RT_754" "A01_B02_RT_754" "sciChem18" 3.79424563221238 15323 956 0 0 1.1607801239155 "SAHA_50_BE02"
"A01_B02_RT_755" "A01_B02_RT_755" "sciChem18" 1.25641208234977 5074 220 0 0 1.86458957459557 "BMS_1_BG05"
"A01_B02_RT_761" "A01_B02_RT_761" "sciChem18" 1.41810642404753 5727 99 0 0 14.1100628930818 "Dex_0_AD12"
"A01_B02_RT_762" "A01_B02_RT_762" "sciChem18" 1.25864064142371 5083 159 0 0 139.318181818182 "Nutlin_0_BB12"
"A01_B02_RT_763" "A01_B02_RT_763" "sciChem18" 1.60282920950928 6473 66 0 0 56.8301886792453 "BMS_0_AH12"
"A01_B02_RT_767" "A01_B02_RT_767" "sciChem18" 2.0641409378139 8336 274 0 0 2.55898785612042 "Nutlin_10_AA03"
"A02_A01_RT_385" "A02_A01_RT_385" "sciChem18" 1.02835620378372 4153 214 0 0 281.642611683849 "Nutlin_10_AA11"
"A02_A01_RT_391" "A02_A01_RT_391" "sciChem18" 1.54216287916326 6228 17 1.19397571831167e-47 1.67156600563634e-46 13.2836970474968 "Nutlin_10_BA03"
"A02_A01_RT_394" "A02_A01_RT_394" "sciChem18" 1.12963183281034 4562 81 0 0 75.3894472361809 "Dex_100_AC09"
"A02_A01_RT_395" "A02_A01_RT_395" "sciChem18" 0.685405724072561 2768 29 0 0 26.963567839196 "BMS_0_AH12"
"A02_A01_RT_396" "A02_A01_RT_396" "sciChem18" 2.21914960228985 8962 87 0 0 40.4365448504983 "Nutlin_0_AA08"
"A02_A01_RT_397" "A02_A01_RT_397" "sciChem18" 0.286741267513015 1158 3 6.63269207058992e-08 2.65307682823597e-07 1.00765306122449 "Dex_5_BC12"
"A02_A01_RT_398" "A02_A01_RT_398" "sciChem18" 0.465521228777607 1880 47 0 0 45.5100133511348 "Dex_0_AD12"
"A02_A01_RT_401" "A02_A01_RT_401" "sciChem18" 1.72019998740321 6947 83 0 0 41.632538569425 "BMS_0.5_BH10"
"A02_A01_RT_423" "A02_A01_RT_423" "sciChem18" 1.26755487771945 5119 15 1.84474131054863e-27 1.84474131054863e-26 12 "SAHA_1_BE05"
"A02_A01_RT_427" "A02_A01_RT_427" "sciChem18" 0.539558913567237 2179 51 0 0 44.679648241206 "BMS_0.1_AG07"
"A02_A01_RT_428" "A02_A01_RT_428" "sciChem18" 2.43779600921039 9845 35 0 0 13.7809890815671 "SAHA_0.5_BF02"
"A02_A01_RT_430" "A02_A01_RT_430" "sciChem18" 0.453635580383285 1832 14 0 0 11.1611253196931 "SAHA_5_BE12"
"A02_A01_RT_431" "A02_A01_RT_431" "sciChem18" 0.618053716504737 2496 13 0 0 11.9836683417085 "Dex_0.1_BD03"
"A02_A01_RT_434" "A02_A01_RT_434" "sciChem18" 1.20317428225021 4859 30 0 0 24.7832898172324 "Nutlin_10_AA11"
"A02_A01_RT_436" "A02_A01_RT_436" "sciChem18" 0.699272313865937 2824 8 0 0 4.98994974874372 "Dex_1_BC05"
"A02_A01_RT_441" "A02_A01_RT_441" "sciChem18" 2.60097605695744 10504 89 0 0 1.47109447360296 "Dex_1_AC05"
"A02_A01_RT_445" "A02_A01_RT_445" "sciChem18" 0.941937635250008 3804 30 0.000356567808467711 0.00106970342540313 29.2010869565217 "BMS_0.1_BG07"
"A02_A01_RT_453" "A02_A01_RT_453" "sciChem18" 1.37947806676598 5571 35 0 0 31.2417871222076 "Dex_1_AD01"
"A02_A01_RT_458" "A02_A01_RT_458" "sciChem18" 0.777271881453674 3139 21 0 0 12.9208542713568 "Dex_50_AC02"
"A02_A01_RT_459" "A02_A01_RT_459" "sciChem18" 1.57633411829694 6366 151 0 0 2.1267593949617 "SAHA_1_AF01"
"A02_A01_RT_469" "A02_A01_RT_469" "sciChem18" 0.507368615832615 2049 61 0 0 58.1496598639456 "Dex_50_AD06"
"A02_A01_RT_483" "A02_A01_RT_483" "sciChem18" 2.67699468314612 10811 99 0 0 83.5025125628141 "SAHA_0.5_AF02"
"A02_A01_RT_489" "A02_A01_RT_489" "sciChem18" 4.13917705332259 16716 3 0.00047451213464555 0.00106970342540313 1 NA
"A02_A01_RT_495" "A02_A01_RT_495" "sciChem18" 1.60926726905621 6499 48 0 0 49.76 "SAHA_50_AF06"
"A02_A01_RT_497" "A02_A01_RT_497" "sciChem18" 1.21184090087107 4894 50 0 0 45.7479892761394 "Nutlin_0_BB12"
"A02_A01_RT_500" "A02_A01_RT_500" "sciChem18" 0.952585195269922 3847 82 0 0 74.2788944723618 "BMS_0_AH04"
"A02_A01_RT_501" "A02_A01_RT_501" "sciChem18" 1.83781838297202 7422 22 0 0 18.4547803617571 "Nutlin_0.5_BA06"
"A02_A01_RT_502" "A02_A01_RT_502" "sciChem18" 5.07096236390245 20479 157 0 0 28.5238693467337 "SAHA_50_AE02"
"A02_A01_RT_505" "A02_A01_RT_505" "sciChem18" 1.53498196659169 6199 37 0 0 40.563503649635 "Dex_5_BC12"
"A02_A01_RT_506" "A02_A01_RT_506" "sciChem18" 2.20800680692017 8917 184 0 0 1.58661311914324 "Dex_100_BC09"
"A02_A01_RT_507" "A02_A01_RT_507" "sciChem18" 2.82581290575003 11412 177 0 0 218.752827140549 "SAHA_10_AF07"
"A02_A01_RT_512" "A02_A01_RT_512" "sciChem18" 0.930051986855686 3756 54 0 0 24.9734265734266 "SAHA_1_AF09"
"A02_A01_RT_518" "A02_A01_RT_518" "sciChem18" 0.423178606372835 1709 17 0 0 14.2618741976893 "Dex_0.1_BC07"
"A02_A01_RT_519" "A02_A01_RT_519" "sciChem18" 1.69840963201362 6859 9 4.2835589820565e-75 6.8536943712904e-74 1.98869346733668 "SAHA_5_AF08"
"A02_A01_RT_520" "A02_A01_RT_520" "sciChem18" 1.32871644341523 5366 56 0 0 53.929648241206 "Dex_1_AD09"
"A02_A01_RT_525" "A02_A01_RT_525" "sciChem18" 2.52990978426639 10217 78 0 0 79.3871866295265 "Nutlin_0_BA08"
"A02_A01_RT_530" "A02_A01_RT_530" "sciChem18" 1.08976538715439 4401 35 0 0 34.3053545586107 "BMS_0.1_AG07"
"A02_A01_RT_533" "A02_A01_RT_533" "sciChem18" 1.95816057296453 7908 25 0 0 22.6809338521401 "SAHA_1_BF01"
"A02_A01_RT_534" "A02_A01_RT_534" "sciChem18" 0.623006070002371 2516 3 1.23657273616115e-42 1.60754455700949e-41 1.00378310214376 "Dex_10_BD07"
"A02_A01_RT_541" "A02_A01_RT_541" "sciChem18" 2.04012202335037 8239 68 0 0 3.19654354456117 "BMS_0_AH04"
"A02_A01_RT_542" "A02_A01_RT_542" "sciChem18" 1.7880472303208 7221 121 0 0 1.16206144114546 "Dex_0_AD04"
"A02_A01_RT_543" "A02_A01_RT_543" "sciChem18" 0.991461170226349 4004 47 0 0 46.5727636849132 "SAHA_0_BF12"
"A02_A01_RT_552" "A02_A01_RT_552" "sciChem18" 3.646417880308 14726 158 0 0 1.1020640569395 "Nutlin_5_AA04"
"A02_A01_RT_557" "A02_A01_RT_557" "sciChem18" 2.22360672043772 8980 57 0 0 27.9668470906631 "SAHA_0_AF12"
"A02_A01_RT_558" "A02_A01_RT_558" "sciChem18" 1.05361320662166 4255 71 0 0 59.464824120603 "Dex_100_AC09"
"A02_A01_RT_559" "A02_A01_RT_559" "sciChem18" 1.13805083375632 4596 43 0 0 41.1699867197875 "Nutlin_5_AA12"
"A02_A01_RT_564" "A02_A01_RT_564" "sciChem18" 0.832490622952294 3362 35 0 0 28.8241206030151 "SAHA_50_AF06"
"A02_A01_RT_577" "A02_A01_RT_577" "sciChem18" 0.680453370574927 2748 64 0 0 4.86210418794689 "Dex_100_BD05"
"A02_A01_RT_579" "A02_A01_RT_579" "sciChem18" 1.76031405073405 7109 16 0 0 4.5253807106599 "SAHA_0.5_BE06"
"A02_A01_RT_581" "A02_A01_RT_581" "sciChem18" 0.956299460393147 3862 62 0 0 65.8147138964578 "SAHA_100_BE01"
"A02_A01_RT_584" "A02_A01_RT_584" "sciChem18" 0.43110237196905 1741 64 1.02458580315485e-30 1.22950296378582e-29 30.448087431694 "Dex_0.5_BC06"
"A02_A01_RT_588" "A02_A01_RT_588" "sciChem18" 1.42305877754516 5747 19 0.448404412409494 0.448404412409494 14 "Nutlin_0.1_BA07"
"A02_A01_RT_591" "A02_A01_RT_591" "sciChem18" 1.61521009325337 6523 64 0 0 62.9836065573771 "Dex_100_AC01"
"A02_A01_RT_592" "A02_A01_RT_592" "sciChem18" 0.72873881717686 2943 81 0 0 1.38467128323502 "Dex_50_AC02"
"A02_A01_RT_593" "A02_A01_RT_593" "sciChem18" 0.740872083246063 2992 33 0 0 29.3054794520548 "Nutlin_0.5_AB02"
"A02_A01_RT_596" "A02_A01_RT_596" "sciChem18" 1.2507168758275 5051 61 0 0 29.4347181008902 "Nutlin_0_AB12"
"A02_A01_RT_599" "A02_A01_RT_599" "sciChem18" 0.835214417375993 3373 48 0 0 61.7814569536424 "Nutlin_10_BA11"
"A02_A01_RT_600" "A02_A01_RT_600" "sciChem18" 2.89960297286477 11710 133 0 0 1.00691411935953 "SAHA_0.5_AE06"
"A02_A01_RT_607" "A02_A01_RT_607" "sciChem18" 0.806243149414834 3256 194 5.02890330288075e-130 9.55491627547342e-129 157.778894472362 "Dex_100_BC09"
"A02_A01_RT_612" "A02_A01_RT_612" "sciChem18" 0.338493361563292 1367 74 0 0 68.8140703517588 "Dex_50_BC10"
"A02_A01_RT_615" "A02_A01_RT_615" "sciChem18" 1.10536530067193 4464 51 0 0 45.679648241206 "Dex_5_AD08"
"A02_A01_RT_619" "A02_A01_RT_619" "sciChem18" 2.47939577859052 10013 44 0 0 4.59985528219971 "SAHA_0.1_AF11"
"A02_A01_RT_620" "A02_A01_RT_620" "sciChem18" 0.781728999601545 3157 91 0 0 55.5236156351791 "Dex_50_BD06"
"A02_A01_RT_621" "A02_A01_RT_621" "sciChem18" 0.980070757181791 3958 10 0 0 6.98743718592965 "Dex_0.1_BD03"
"A02_A01_RT_622" "A02_A01_RT_622" "sciChem18" 2.17259747941209 8774 59 0 0 54.8517587939699 "SAHA_0.1_AE07"
"A02_A01_RT_626" "A02_A01_RT_626" "sciChem18" 1.2898404684588 5209 79 0 0 2.52972503617945 "Nutlin_0_AB04"
"A02_A01_RT_632" "A02_A01_RT_632" "sciChem18" 5.66351145989437 22872 177 0 0 2.38917333333333 "SAHA_50_BE02"
"A02_A01_RT_636" "A02_A01_RT_636" "sciChem18" 0.97412793298463 3934 35 0 0 33.1957950065703 "Dex_100_AC09"
"A02_A01_RT_639" "A02_A01_RT_639" "sciChem18" 1.56692464665143 6328 82 0 0 85.1540616246498 "Nutlin_5_AA04"
"A02_A01_RT_648" "A02_A01_RT_648" "sciChem18" 1.3616495941745 5499 20 0 0 20.5574712643678 "SAHA_0_AF12"
"A02_A01_RT_650" "A02_A01_RT_650" "sciChem18" 1.39606845098306 5638 119 0 0 136.862629246677 "Dex_50_AD06"
"A02_A01_RT_652" "A02_A01_RT_652" "sciChem18" 0.436549960816447 1763 33 0 0 27.9170854271357 "Dex_0.1_AD11"
"A02_A01_RT_653" "A02_A01_RT_653" "sciChem18" 2.0059507842167 8101 76 0 0 40.111801242236 "SAHA_50_BF06"
"A02_A01_RT_655" "A02_A01_RT_655" "sciChem18" 3.36438134861773 13587 69 2.64823049673882e-159 5.29646099347765e-158 3.12984451148758 "BMS_10_AG03"
"A02_A01_RT_657" "A02_A01_RT_657" "sciChem18" 2.01907452098543 8154 37 0 0 14.2855305466238 "Nutlin_0.5_BA06"
"A02_A01_RT_658" "A02_A01_RT_658" "sciChem18" 0.826795416430015 3339 55 4.11432919358775e-128 7.40579254845796e-127 53.9649122807018 "SAHA_0.1_BF11"
"A02_A01_RT_664" "A02_A01_RT_664" "sciChem18" 0.952832812944803 3848 106 0 0 99.3341708542714 "SAHA_5_AE12"
"A02_A01_RT_665" "A02_A01_RT_665" "sciChem18" 1.25492637630048 5068 45 0 0 36.8869346733668 "Nutlin_0_BB12"
"A02_A01_RT_668" "A02_A01_RT_668" "sciChem18" 1.72738089997478 6976 53 0 0 46.6670854271357 "Nutlin_0_AA08"
"A02_A01_RT_678" "A02_A01_RT_678" "sciChem18" 1.12987945048522 4563 66 8.88962701610407e-167 1.86682167338186e-165 65.1698630136986 "BMS_0_BG08"
"A02_A01_RT_683" "A02_A01_RT_683" "sciChem18" 0.628453658849769 2538 73 0 0 85.3861538461538 "BMS_10_BG11"
"A02_A01_RT_689" "A02_A01_RT_689" "sciChem18" 0.318436329897873 1286 120 0 0 2.87094017094017 "BMS_5_BH08"
"A02_A01_RT_690" "A02_A01_RT_690" "sciChem18" 0.409312016579459 1653 34 1.71554117074377e-314 3.77419057563629e-313 30.4874371859296 "BMS_10_AH07"
"A02_A01_RT_691" "A02_A01_RT_691" "sciChem18" 2.68987080223997 10863 85 0 0 1.11548777684114 "Nutlin_0_BA08"
"A02_A01_RT_696" "A02_A01_RT_696" "sciChem18" 0.946147135722997 3821 102 2.87698596020815e-27 2.58928736418734e-26 107.064189189189 "Nutlin_50_AA10"
"A02_A01_RT_721" "A02_A01_RT_721" "sciChem18" 1.32673550201618 5358 16 0 0 5.70942408376963 "Nutlin_0_AB12"
"A02_A01_RT_724" "A02_A01_RT_724" "sciChem18" 1.04593705870032 4224 30 0 0 24.9246231155779 "SAHA_0_AE08"
"A02_A01_RT_725" "A02_A01_RT_725" "sciChem18" 1.85490400253886 7491 8 3.33328715329772e-10 1.66664357664886e-09 4 "SAHA_5_BE04"
"A02_A01_RT_726" "A02_A01_RT_726" "sciChem18" 0.830757299228122 3355 28 0 0 Inf "Dex_100_AC09"
"A02_A01_RT_727" "A02_A01_RT_727" "sciChem18" 1.17098398451559 4729 25 3.53143715477027e-29 3.8845808702473e-28 20.6485084306096 "Dex_0_AC08"
"A02_A01_RT_731" "A02_A01_RT_731" "sciChem18" 2.12703582723385 8590 98 0 0 93.3844221105528 "BMS_0.1_AH03"
"A02_A01_RT_733" "A02_A01_RT_733" "sciChem18" 0.297141209858047 1200 46 0 0 44.5954773869347 "Dex_0_BD12"
"A02_A01_RT_741" "A02_A01_RT_741" "sciChem18" 0.814909768035693 3291 178 3.75192301749673e-123 6.37826912974443e-122 1414.52380952381 "Dex_100_BC09"
"A02_A01_RT_743" "A02_A01_RT_743" "sciChem18" 0.739138759521891 2985 3 3.59222334284144e-70 5.38833501426215e-69 1 NA
"A02_A01_RT_746" "A02_A01_RT_746" "sciChem18" 1.29627852800573 5235 74 0 0 1.36158951524826 "Dex_0_AD12"
"A02_A01_RT_747" "A02_A01_RT_747" "sciChem18" 0.889690305849968 3593 7 6.51162638469973e-19 4.55813846928981e-18 2 "Dex_10_BD07"
"A02_A01_RT_748" "A02_A01_RT_748" "sciChem18" 1.61397200487896 6518 55 2.6342054561329e-18 1.58052327367974e-17 61.4985422740525 "Dex_10_AD07"
"A02_A01_RT_749" "A02_A01_RT_749" "sciChem18" 2.63341397236694 10635 159 0 0 1.74076400521124 "SAHA_5_AE12"
"A02_A01_RT_750" "A02_A01_RT_750" "sciChem18" 0.924852015683171 3735 15 0 0 12.411227154047 "Dex_1_BD09"
"A02_A01_RT_752" "A02_A01_RT_752" "sciChem18" 1.85614209091327 7496 65 0 0 31.5003274394237 "Dex_0_BD12"
"A02_A01_RT_754" "A02_A01_RT_754" "sciChem18" 3.1306302635294 12643 199 0 0 187 "SAHA_50_BE10"
"A02_A01_RT_755" "A02_A01_RT_755" "sciChem18" 0.639596454219446 2583 36 5.42241455949154e-23 4.33793164759323e-22 1.05013192612137 "Nutlin_10_BA03"
"A02_A01_RT_756" "A02_A01_RT_756" "sciChem18" 0.68812951849626 2779 72 0 0 69.5477386934673 "BMS_0.1_AH03"
"A02_A01_RT_757" "A02_A01_RT_757" "sciChem18" 2.22014007298937 8966 147 0 0 1.89554956169926 "Nutlin_50_BB06"
"A02_A01_RT_758" "A02_A01_RT_758" "sciChem18" 2.28699684520743 9236 48 0 0 20.0129533678756 "BMS_0.5_AH02"
"A02_A01_RT_759" "A02_A01_RT_759" "sciChem18" 0.781233764251781 3155 37 0 0 34.8605527638191 "SAHA_0_BF12"
"A02_A01_RT_761" "A02_A01_RT_761" "sciChem18" 2.27065407866524 9170 47 0 0 3.19409547738693 "Nutlin_1_BA05"
"A02_A01_RT_763" "A02_A01_RT_763" "sciChem18" 1.4753061069452 5958 39 0 0 1.40044961391848 "Nutlin_0.1_BA07"
"A02_A01_RT_764" "A02_A01_RT_764" "sciChem18" 1.68553351291977 6807 115 0 0 111.711055276382 "BMS_0_BH04"
"A02_B02_RT_384" "A02_B02_RT_384" "sciChem18" 0.933023398954267 3768 61 0 0 1.12940705128205 "Dex_50_BD06"
"A02_B02_RT_390" "A02_B02_RT_390" "sciChem18" 0.617558481154974 2494 5 3.17837833127983e-23 6.35675666255967e-22 1 NA
"A02_B02_RT_392" "A02_B02_RT_392" "sciChem18" 1.90195136076638 7681 98 0 0 92.775 "SAHA_0.5_AF02"
"A02_B02_RT_394" "A02_B02_RT_394" "sciChem18" 1.04989894149843 4240 39 0 0 44.9850746268657 "SAHA_0_AF04"
"A02_B02_RT_396" "A02_B02_RT_396" "sciChem18" 3.23413445162996 13061 95 0 0 1.02673611111111 "BMS_10_BG11"
"A02_B02_RT_397" "A02_B02_RT_397" "sciChem18" 0.658663015185337 2660 13 0.00027306621453872 0.00327679457446464 3 "Nutlin_0.1_AB03"
"A02_B02_RT_399" "A02_B02_RT_399" "sciChem18" 0.399902544933955 1615 73 0 0 Inf "Dex_50_AD06"
"A02_B02_RT_400" "A02_B02_RT_400" "sciChem18" 1.16826019009189 4718 7 2.8656970390624e-38 7.73738200546848e-37 1.0225321888412 "Dex_0.5_AD10"
"A02_B02_RT_401" "A02_B02_RT_401" "sciChem18" 0.589825301568223 2382 5 0.999560358287427 1 2 "Dex_0.5_AC06"
"A02_B02_RT_402" "A02_B02_RT_402" "sciChem18" 0.298874533582219 1207 2 2.46522635454606e-24 5.42349798000133e-23 1.00420168067227 "SAHA_0_AE08"
"A02_B02_RT_404" "A02_B02_RT_404" "sciChem18" 0.409807251929223 1655 14 0 0 10.2703862660944 "Dex_0.1_BC07"
"A02_B02_RT_420" "A02_B02_RT_420" "sciChem18" 0.406835839830642 1643 2 1 1 1 NA
"A02_B02_RT_423" "A02_B02_RT_423" "sciChem18" 0.811195502912468 3276 21 0 0 27.0593220338983 "BMS_0_AH04"
"A02_B02_RT_424" "A02_B02_RT_424" "sciChem18" 1.01894673213822 4115 11 0 0 7.31222707423581 "Dex_5_BC04"
"A02_B02_RT_429" "A02_B02_RT_429" "sciChem18" 1.73084754742312 6990 9 0 0 Inf "SAHA_100_BE01"
"A02_B02_RT_433" "A02_B02_RT_433" "sciChem18" 3.93291153014613 15883 93 0 0 3.04083333333333 "BMS_0.1_AH03"
"A02_B02_RT_434" "A02_B02_RT_434" "sciChem18" 0.835462035050875 3374 3 2.75774797641616e-06 3.86084716698262e-05 1 NA
"A02_B02_RT_445" "A02_B02_RT_445" "sciChem18" 0.870623744884077 3516 16 5.65356394880176e-106 1.97874738208062e-104 1.01714285714286 "BMS_0.1_AH11"
"A02_B02_RT_448" "A02_B02_RT_448" "sciChem18" 1.46094428180206 5900 66 0 0 Inf "SAHA_50_BE10"
"A02_B02_RT_449" "A02_B02_RT_449" "sciChem18" 0.566301622454461 2287 7 0 0 6.16523605150215 "Nutlin_10_BB07"
"A02_B02_RT_459" "A02_B02_RT_459" "sciChem18" 0.659653485884864 2664 36 0 0 29.55 "SAHA_0.5_AF02"
"A02_B02_RT_466" "A02_B02_RT_466" "sciChem18" 1.84400882484406 7447 62 4.08351160901345e-26 1.02087790225336e-24 67.7511961722488 "Nutlin_5_AB08"
"A02_B02_RT_468" "A02_B02_RT_468" "sciChem18" 0.779500440527609 3148 7 3.24253366042746e-294 1.32943880077526e-292 5.05919661733615 "Dex_5_BC12"
"A02_B02_RT_470" "A02_B02_RT_470" "sciChem18" 0.942680488274653 3807 32 0 0 33.1428571428571 "Nutlin_50_BB06"
"A02_B02_RT_478" "A02_B02_RT_478" "sciChem18" 0.622263216977726 2513 49 0 0 48.092807424594 "SAHA_0.1_BF03"
"A02_B02_RT_480" "A02_B02_RT_480" "sciChem18" 0.602701420662072 2434 8 6.11686803999798e-29 1.59038569039947e-27 3 "SAHA_0_BF12"
"A02_B02_RT_482" "A02_B02_RT_482" "sciChem18" 0.360531334627763 1456 18 9.36609379932132e-283 3.74643751972853e-281 16.4675324675325 "Dex_0.1_AC07"
"A02_B02_RT_483" "A02_B02_RT_483" "sciChem18" 1.88882762399765 7628 88 0 0 74.7166666666667 "SAHA_50_BE10"
"A02_B02_RT_485" "A02_B02_RT_485" "sciChem18" 1.28340240891188 5183 16 0 0 7.96666666666667 "BMS_0.5_BH02"
"A02_B02_RT_488" "A02_B02_RT_488" "sciChem18" 1.87718959327821 7581 16 4.08351160901345e-26 1.02087790225336e-24 10 "Nutlin_5_BB08"
"A02_B02_RT_491" "A02_B02_RT_491" "sciChem18" 0.509349557231669 2057 51 0 0 23.4818481848185 "Dex_100_BD05"
"A02_B02_RT_493" "A02_B02_RT_493" "sciChem18" 0.258760470251382 1045 18 0 0 16.8875 "Dex_0.1_AD03"
"A02_B02_RT_495" "A02_B02_RT_495" "sciChem18" 1.81478993920802 7329 62 0 0 58.225 "SAHA_0.5_AF02"
"A02_B02_RT_496" "A02_B02_RT_496" "sciChem18" 0.790890853572168 3194 4 0.201260008243054 1 1 NA
"A02_B02_RT_497" "A02_B02_RT_497" "sciChem18" 0.262227117699726 1059 1 3.67849989660651e-09 5.88559983457041e-08 Inf "Dex_10_AC03"
"A02_B02_RT_498" "A02_B02_RT_498" "sciChem18" 1.27944052611377 5167 54 0 0 58.2112676056338 "BMS_1_AH01"
"A02_B02_RT_501" "A02_B02_RT_501" "sciChem18" 0.739386377196773 2986 7 6.67587608507292e-16 1.20165769531313e-14 3.04439746300211 "Nutlin_0_AA08"
"A02_B02_RT_502" "A02_B02_RT_502" "sciChem18" 0.290455532636241 1173 3 0.84518496193513 1 1.01290322580645 "Nutlin_1_AB01"
"A02_B02_RT_505" "A02_B02_RT_505" "sciChem18" 0.453883198058166 1833 24 0 0 4.81034482758621 "Nutlin_0_BA08"
"A02_B02_RT_509" "A02_B02_RT_509" "sciChem18" 0.685900959422325 2770 13 1.21962532638827e-231 4.75653877291427e-230 9.91875 "BMS_1_BH09"
"A02_B02_RT_513" "A02_B02_RT_513" "sciChem18" 1.20267904690044 4857 31 0 0 29.6570155902004 "SAHA_0_AF04"
